,Sensor Description,Sensor Number,Duration,Plot,Data Collection,Data Available,ID,Station,Elev (feet),Latitude,Longitude,County,River Basin,Sensor,PE Code,Description,Units
12050,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,10/01/2016 to present,GLC,GRANTLINE CANAL (USGS),10,37.8196,-121.5485,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12051,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,06/26/2006 to present,HOL,HOLLAND CUT NEAR BETHEL ISLAND,0,38.0164,-121.5819,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12052,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),DATA XCHG-USACE SAC,05/23/2007 to present,TRR,KAWEAH RIVER AT THREE RIVERS,833,36.4439,-118.9044,TULARE,KAWEAH R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12053,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,10/07/2010 to present,KRT,KINGS R NR TRIMMER,942,36.8747,-119.1408,FRESNO,KINGS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12054,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,OLS,KLAMATH RIVER AT ORLEANS,430,41.303459,-123.5345,HUMBOLDT,KLAMATH R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12055,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,OLS,KLAMATH RIVER AT ORLEANS,430,41.303459,-123.5345,HUMBOLDT,KLAMATH R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12056,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,07/19/2004 to present,KNK,KLAMATH RIVER NEAR KLAMATH,60,41.510956,-123.979515,DEL NORTE,KLAMATH R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12057,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,07/23/2004 to present,KNK,KLAMATH RIVER NEAR KLAMATH,60,41.510956,-123.979515,DEL NORTE,KLAMATH R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12058,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,08/11/2000 to present,LWS,LEWISTON (WATER QUALITY),1830,40.719311,-122.803635,TRINITY,TRINITY R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12059,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,07/01/1994 to present,LWS,LEWISTON (WATER QUALITY),1830,40.719311,-122.803635,TRINITY,TRINITY R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12060,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),DATA XCHG-SMUD,01/01/2013 to present,LON,LOON LAKE (SMUD),6410,38.983,-120.323,EL DORADO,AMERICAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12061,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/16/1995 to present,ARC,MAD RIVER NEAR ARCATA,33,40.909851,-124.060616,HUMBOLDT,MAD R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12062,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,ARC,MAD RIVER NEAR ARCATA,33,40.909851,-124.060616,HUMBOLDT,MAD R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12063,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,09/01/1988 to 08/31/2009,MRT,MARTIS CREEK RESERVOIR,5745,39.327,-120.113,NEVADA,TRUCKEE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12064,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,09/02/2010 to present,MSS,MCCLOUD RIVER ABOVE SHASTA LAKE,1100,40.958,-122.219,SHASTA,MC CLOUD R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12065,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,08/01/1991 to present,MSS,MCCLOUD RIVER ABOVE SHASTA LAKE,1100,40.958,-122.219,SHASTA,MC CLOUD R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12066,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/20/1997 to present,CRS,MERCED RIVER AT CRESSY,165,37.425,-120.663,MERCED,MERCED R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12067,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,03/20/1997 to present,CRS,MERCED RIVER AT CRESSY,165,37.425,-120.663,MERCED,MERCED R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12068,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/05/1999 to present,MBB,MERCED RIVER NEAR BRICEBURG,1150,37.5989,-119.9781,MARIPOSA,MERCED R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12069,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,06/09/1999 to present,MBB,MERCED RIVER NEAR BRICEBURG,1150,37.5989,-119.9781,MARIPOSA,MERCED R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12070,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,05/28/1997 to present,MSN,MERCED RIVER NEAR SNELLING,260,37.502,-120.451,MERCED,MERCED R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12071,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,04/22/1998 to present,MSN,MERCED RIVER NEAR SNELLING,260,37.502,-120.451,MERCED,MERCED R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12072,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/20/1997 to present,MST,MERCED RIVER NEAR STEVINSON,82,37.371,-120.931,MERCED,MERCED R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12073,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,05/27/1997 to present,MST,MERCED RIVER NEAR STEVINSON,82,37.371,-120.931,MERCED,MERCED R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12074,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,01/26/2009 to present,MTO,MF TUOLUMNE R NR OAKLAND REC CAMP,2800,37.828335,-120.1081,TUOLUMNE,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12075,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,07/10/2013 to present,MTO,MF TUOLUMNE R NR OAKLAND REC CAMP,2800,37.828335,-120.1081,TUOLUMNE,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12076,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,10/08/2003 to present,MDM,MIDDLE RIVER AT MIDDLE RIVER,10,37.943,-121.534,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12077,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,07/01/2007 to present,MDM,MIDDLE RIVER AT MIDDLE RIVER,10,37.943,-121.534,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12078,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,06/18/1998 to present,ORH,MIDDLE YUBA RIVER BELOW OUR HOUSE DAM,1958,39.412,-120.997,YUBA,YUBA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12079,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,10/21/1997 to present,MCH,MILL CREEK BELOW HWY 99,230,40.040058,-122.10463,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12080,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/25/1999 to present,MCH,MILL CREEK BELOW HWY 99,230,40.040058,-122.10463,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12081,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),DATA XCHG-USACE SAC,05/09/2007 to present,PDR,MILL CREEK NEAR PIEDRA,550,36.819,-119.3409,FRESNO,KINGS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12082,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/11/1997 to present,MLM,MILL CREEK NR LOS MOLINOS,385,40.054604,-122.024155,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12083,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,03/14/1997 to 11/20/2007,MLM,MILL CREEK NR LOS MOLINOS,385,40.054604,-122.024155,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12084,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR NCRO,07/13/2015 to present,MIR,MINER SLOUGH NEAR SACRAMENTO RIVER,5,38.236027,-121.666055,SOLANO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12085,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,06/04/2004 to present,MSG,MUD SLOUGH NR GUSTINE,70,37.2625,-120.9056,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12086,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,08/20/2004 to present,MSG,MUD SLOUGH NR GUSTINE,70,37.2625,-120.9056,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12087,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,11/23/2015 to present,NCL,N FK CACHE CK NR CLEARLAKE OAKS 8NE,1840,39.16556,-122.61889,LAKE,CACHE CR,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12088,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,11/23/2015 to present,NCL,N FK CACHE CK NR CLEARLAKE OAKS 8NE,1840,39.16556,-122.61889,LAKE,CACHE CR,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12089,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,12/15/2009 to present,NFW,N FK WILLOW CK NR SUGAR PINE,5200,37.3978,-119.5592,MADERA,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12090,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/02/1995 to present,NAP,NAPA RIVER NEAR NAPA,25,38.368244,-122.303307,NAPA,NAPA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12091,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,NAP,NAPA RIVER NEAR NAPA,25,38.368244,-122.303307,NAPA,NAPA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12092,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,01/28/2005 to present,STH,NAPA RIVER NEAR ST HELENA,195,38.511299,-122.455811,NAPA,NAPA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12093,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/28/2005 to present,STH,NAPA RIVER NEAR ST HELENA,195,38.511299,-122.455811,NAPA,NAPA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12094,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),SATELLITE,01/16/2008 to present,NSL,NATIONAL STEEL,0,38.1221,-121.8881,SOLANO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12095,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),SATELLITE,01/15/2008 to 11/26/2016,NSL,NATIONAL STEEL,0,38.1221,-121.8881,SOLANO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12096,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/08/1996 to present,NFD,NF AMERICAN R AT NORTH FORK DAM,715,38.936008,-121.023834,PLACER,AMERICAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12097,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),SATELLITE,01/15/1998 to 11/30/2005,NFD,NF AMERICAN R AT NORTH FORK DAM,715,38.936008,-121.023834,PLACER,AMERICAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12098,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,12/20/2010 to 01/11/2017,NMR,NORTH MOKELUMNE R AT W WALNUT GROVE RD,0,38.2232,-121.5071,SAN JOAQUIN,MOKELUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12099,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,12/01/2008 to present,OMR,OLD & MIDDLE RVRS TIDALLY FILTERED EST,10,37.97,-121.5711,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12100,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,10/08/2003 to present,OBI,OLD RIVER AT BACON ISLAND (USGS),10,37.969368,-121.57222,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12101,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,07/01/2007 to present,OBI,OLD RIVER AT BACON ISLAND (USGS),10,37.969368,-121.57222,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12102,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,10/08/2003 to present,ODM,OLD RIVER AT DELTA MENDOTA CANAL,10,37.810295,-121.542145,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12103,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,05/19/2006 to present,OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,0,38.0711,-121.5789,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12104,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,10/01/2016 to present,OSJ,OLD RIVER AT FRANKS TRACT NEAR TERMINOUS,0,38.0711,-121.5789,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12105,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR NCRO,02/02/2000 to present,OH1,OLD RIVER AT HEAD,15,37.807552,-121.331253,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12106,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,07/01/2007 to 12/01/2007,OH1,OLD RIVER AT HEAD,15,37.807552,-121.331253,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12107,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR NCRO,03/02/2011 to present,OLD,OLD RIVER NEAR TRACY,5,37.80481,-121.449562,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12108,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),DATA XCHG-YCWA,06/18/1998 to present,LCB,OREGON CREEK BELOW LOG CABIN,1913,39.445,-121.058,YUBA,YUBA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12109,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/23/1995 to present,CHT,PAJARO RIVER AT CHITTENDEN,82,36.90023,-121.597725,SANTA CRUZ,PAJARO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12110,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,CHT,PAJARO RIVER AT CHITTENDEN,82,36.90023,-121.597725,SANTA CRUZ,PAJARO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12111,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/20/1997 to present,BPD,PARROT DIV FROM BUTTE CREEK,269,39.708904,-121.754189,BUTTE,BUTTE CR,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12112,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,04/10/1997 to present,BPD,PARROT DIV FROM BUTTE CREEK,269,39.708904,-121.754189,BUTTE,BUTTE CR,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12113,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,07/14/2000 to present,PCN,PIT RIVER NEAR CANBY,4266,41.406002,-120.927742,MODOC,PIT R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12114,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/05/1995 to 09/16/1999,PRS,PROSSER CREEK RESERVOIR,5622,39.3794,-120.1367,NEVADA,TRUCKEE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12115,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/29/2008 to present,RBW,RAINBOW DIVERSION DAM,1297,39.371,-122.605,COLUSA,STONY CR,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12116,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/16/1995 to present,ORK,REDWOOD CREEK AT ORICK,36,41.29929,-124.051186,HUMBOLDT,REDWOOD CR,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12117,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,ORK,REDWOOD CREEK AT ORICK,36,41.29929,-124.051186,HUMBOLDT,REDWOOD CR,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12118,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),SATELLITE,08/28/2000 to 09/07/2018,RRI,ROUGH AND READY ISLAND,15,37.963,-121.365,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12119,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/16/1995 to present,CLV,RUSSIAN RIVER AT CLOVERDALE,107,38.879349,-123.053612,MENDOCINO,RUSSIAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12120,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,10/01/1987 to present,CLV,RUSSIAN RIVER AT CLOVERDALE,107,38.879349,-123.053612,MENDOCINO,RUSSIAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12121,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/02/1995 to present,HAC,RUSSIAN RIVER NEAR HACIENDA BRIDGE,20,38.508522,-122.927773,SONOMA,RUSSIAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12122,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,HAC,RUSSIAN RIVER NEAR HACIENDA BRIDGE,20,38.508522,-122.927773,SONOMA,RUSSIAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12123,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/02/1995 to present,HEA,RUSSIAN RIVER NEAR HEALDSBURG,108,38.613243,-122.83638,SONOMA,RUSSIAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12124,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,HEA,RUSSIAN RIVER NEAR HEALDSBURG,108,38.613243,-122.83638,SONOMA,RUSSIAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12125,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/23/1995 to present,FRE,SACRAMENTO R @ FREMONT WEIR(CREST 32.0'),40,38.759258,-121.667274,YOLO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12126,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,FRE,SACRAMENTO R @ FREMONT WEIR(CREST 32.0'),40,38.759258,-121.667274,YOLO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12127,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),SATELLITE,02/24/1995 to present,HMC,SACRAMENTO R AT HAMILTON CITY-MAIN CH,145,39.750923,-121.997879,GLENN,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12128,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),SATELLITE,06/19/1991 to present,HMC,SACRAMENTO R AT HAMILTON CITY-MAIN CH,145,39.750923,-121.997879,GLENN,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12129,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,ORD,SACRAMENTO R AT ORD FERRY-MAIN CHANNEL,115,39.628132,-121.993179,GLENN,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12130,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,ORD,SACRAMENTO R AT ORD FERRY-MAIN CHANNEL,115,39.628132,-121.993179,GLENN,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12131,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR NCRO,06/11/2015 to present,SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,5,38.17548,-121.656863,SACRAMENTO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12132,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,BND,SACRAMENTO RIVER AT BEND BRIDGE,286,40.288486,-122.186661,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12133,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,BND,SACRAMENTO RIVER AT BEND BRIDGE,286,40.288486,-122.186661,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12134,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,01/28/1998 to present,BTC,SACRAMENTO RIVER AT BUTTE CITY,99,39.45784,-121.994164,GLENN,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12135,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/28/1998 to present,BTC,SACRAMENTO RIVER AT BUTTE CITY,99,39.45784,-121.994164,GLENN,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12136,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,COL,SACRAMENTO RIVER AT COLUSA,-3,39.214058,-122.000252,COLUSA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12137,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,COL,SACRAMENTO RIVER AT COLUSA,-3,39.214058,-122.000252,COLUSA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12138,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,08/11/2000 to present,DLT,SACRAMENTO RIVER AT DELTA,1075,40.939594,-122.417236,SHASTA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12139,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,07/01/1991 to present,DLT,SACRAMENTO RIVER AT DELTA,1075,40.939594,-122.417236,SHASTA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12140,"FLOW, RIVER DISCHARGE, CFS",20,(daily),(FLOW),COMPUTED,10/01/1948 to present,FPT,SACRAMENTO RIVER AT FREEPORT,0,38.45,-121.5,SACRAMENTO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12141,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,10/29/2004 to present,FPT,SACRAMENTO RIVER AT FREEPORT,0,38.45,-121.5,SACRAMENTO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12142,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),SATELLITE,01/01/1984 to present,FPT,SACRAMENTO RIVER AT FREEPORT,0,38.45,-121.5,SACRAMENTO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12143,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,08/11/2000 to present,KWK,SACRAMENTO RIVER AT KESWICK,596,40.600983,-122.444458,SHASTA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12144,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,07/01/1994 to present,KWK,SACRAMENTO RIVER AT KESWICK,596,40.600983,-122.444458,SHASTA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
